snapshot_date,snapshot_label,ticker,company_name,in_index
2015-12-14,post-2015-review,1332,NISSUI CORP.,1
2015-12-14,post-2015-review,1333,MARUHA NICHIRO CORP.,1
2015-12-14,post-2015-review,1605,INPEX CORP.,1
2015-12-14,post-2015-review,1721,COMSYS HOLDINGS CORP.,1
2015-12-14,post-2015-review,1801,TAISEI CORP.,1
2015-12-14,post-2015-review,1802,OBAYASHI CORP.,1
2015-12-14,post-2015-review,1803,SHIMIZU CORP.,1
2015-12-14,post-2015-review,1808,HASEKO CORP.,1
2015-12-14,post-2015-review,1812,KAJIMA CORP.,1
2015-12-14,post-2015-review,1925,"DAIWA HOUSE IND. CO., LTD.",1
2015-12-14,post-2015-review,1928,"SEKISUI HOUSE, LTD.",1
2015-12-14,post-2015-review,1963,JGC HOLDINGS CORP.,1
2015-12-14,post-2015-review,2002,NISSHIN SEIFUN GROUP INC.,1
2015-12-14,post-2015-review,2269,"MEIJI HOLDINGS CO., LTD.",1
2015-12-14,post-2015-review,2282,NH FOODS LTD.,1
2015-12-14,post-2015-review,2413,"M3, INC.",0
2015-12-14,post-2015-review,2432,"DENA CO., LTD.",1
2015-12-14,post-2015-review,2501,SAPPORO HOLDINGS LTD.,1
2015-12-14,post-2015-review,2502,"ASAHI GROUP HOLDINGS, LTD.",1
2015-12-14,post-2015-review,2503,"KIRIN HOLDINGS CO., LTD.",1
2015-12-14,post-2015-review,2531,TAKARA HOLDINGS INC.,1
2015-12-14,post-2015-review,2768,SOJITZ CORP.,1
2015-12-14,post-2015-review,2801,KIKKOMAN CORP.,1
2015-12-14,post-2015-review,2802,"AJINOMOTO CO., INC.",1
2015-12-14,post-2015-review,2871,NICHIREI CORP.,1
2015-12-14,post-2015-review,2914,JAPAN TOBACCO INC.,1
2015-12-14,post-2015-review,3086,"J.FRONT RETAILING CO., LTD.",1
2015-12-14,post-2015-review,3092,"ZOZO, INC.",0
2015-12-14,post-2015-review,3099,ISETAN MITSUKOSHI HOLDINGS LTD.,1
2015-12-14,post-2015-review,3101,"TOYOBO CO., LTD.",1
2015-12-14,post-2015-review,3103,"UNITIKA, LTD.",1
2015-12-14,post-2015-review,3105,NISSHINBO HOLDINGS INC.,1
2015-12-14,post-2015-review,3289,TOKYU FUDOSAN HOLDINGS CORP.,1
2015-12-14,post-2015-review,3382,"SEVEN & I HOLDINGS CO., LTD.",1
2015-12-14,post-2015-review,3401,TEIJIN LTD.,1
2015-12-14,post-2015-review,3402,"TORAY INDUSTRIES, INC.",1
2015-12-14,post-2015-review,3405,"KURARAY CO., LTD.",1
2015-12-14,post-2015-review,3407,ASAHI KASEI CORP.,1
2015-12-14,post-2015-review,3436,SUMCO CORP.,1
2015-12-14,post-2015-review,3659,"NEXON CO., LTD.",0
2015-12-14,post-2015-review,3861,OJI HOLDINGS CORP.,1
2015-12-14,post-2015-review,3863,"NIPPON PAPER INDUSTRIES CO., LTD.",1
2015-12-14,post-2015-review,3865,"HOKUETSU KISHU PAPER CO., LTD.",1
2015-12-14,post-2015-review,4004,RESONAC HOLDINGS CORP.,1
2015-12-14,post-2015-review,4005,"SUMITOMO CHEMICAL CO., LTD.",1
2015-12-14,post-2015-review,4021,NISSAN CHEMICAL CORP.,1
2015-12-14,post-2015-review,4041,"NIPPON SODA CO., LTD.",1
2015-12-14,post-2015-review,4042,TOSOH CORP.,1
2015-12-14,post-2015-review,4043,TOKUYAMA CORP.,1
2015-12-14,post-2015-review,4061,"DENKA CO., LTD.",1
2015-12-14,post-2015-review,4063,"SHIN-ETSU CHEMICAL CO., LTD.",1
2015-12-14,post-2015-review,4151,"KYOWA KIRIN CO., LTD.",1
2015-12-14,post-2015-review,4183,"MITSUI CHEMICALS, INC.",1
2015-12-14,post-2015-review,4188,MITSUBISHI CHEMICAL GROUP CORP.,1
2015-12-14,post-2015-review,4208,UBE CORP.,1
2015-12-14,post-2015-review,4272,"NIPPON KAYAKU CO., LTD.",1
2015-12-14,post-2015-review,4307,"NOMURA RESEARCH INSTITUTE, LTD.",0
2015-12-14,post-2015-review,4324,DENTSU GROUP INC.,1
2015-12-14,post-2015-review,4385,"MERCARI, INC.",0
2015-12-14,post-2015-review,4452,KAO CORP.,1
2015-12-14,post-2015-review,4502,"TAKEDA PHARMACEUTICAL CO., LTD.",1
2015-12-14,post-2015-review,4503,ASTELLAS PHARMA INC.,1
2015-12-14,post-2015-review,4506,"SUMITOMO PHARMA CO., LTD.",1
2015-12-14,post-2015-review,4507,"SHIONOGI & CO., LTD.",1
2015-12-14,post-2015-review,4519,"CHUGAI PHARMACEUTICAL CO., LTD.",1
2015-12-14,post-2015-review,4523,"EISAI CO., LTD.",1
2015-12-14,post-2015-review,4543,TERUMO CORP.,1
2015-12-14,post-2015-review,4568,"DAIICHI SANKYO CO., LTD.",1
2015-12-14,post-2015-review,4578,"OTSUKA HOLDINGS CO., LTD.",0
2015-12-14,post-2015-review,4631,DIC CORP.,0
2015-12-14,post-2015-review,4661,"ORIENTAL LAND CO., LTD.",0
2015-12-14,post-2015-review,4689,LY CORP.,1
2015-12-14,post-2015-review,4704,TREND MICRO INC.,1
2015-12-14,post-2015-review,4751,"CYBERAGENT, INC.",0
2015-12-14,post-2015-review,4755,"RAKUTEN GROUP, INC.",0
2015-12-14,post-2015-review,4901,FUJIFILM HOLDINGS CORP.,1
2015-12-14,post-2015-review,4902,"KONICA MINOLTA, INC.",1
2015-12-14,post-2015-review,4911,"SHISEIDO CO., LTD.",1
2015-12-14,post-2015-review,5002,SHOWA SHELL SEKIYU K.K.,1
2015-12-14,post-2015-review,5019,"IDEMITSU KOSAN CO., LTD.",0
2015-12-14,post-2015-review,5020,"ENEOS HOLDINGS, INC.",1
2015-12-14,post-2015-review,5101,"THE YOKOHAMA RUBBER CO., LTD.",1
2015-12-14,post-2015-review,5108,BRIDGESTONE CORP.,1
2015-12-14,post-2015-review,5201,AGC INC.,1
2015-12-14,post-2015-review,5202,"NIPPON SHEET GLASS CO., LTD.",1
2015-12-14,post-2015-review,5214,"NIPPON ELECTRIC GLASS CO., LTD.",1
2015-12-14,post-2015-review,5232,"SUMITOMO OSAKA CEMENT CO., LTD.",1
2015-12-14,post-2015-review,5233,TAIHEIYO CEMENT CORP.,1
2015-12-14,post-2015-review,5301,"TOKAI CARBON CO., LTD.",1
2015-12-14,post-2015-review,5332,TOTO LTD.,1
2015-12-14,post-2015-review,5333,"NGK INSULATORS, LTD.",1
2015-12-14,post-2015-review,5401,NIPPON STEEL CORP.,1
2015-12-14,post-2015-review,5406,"KOBE STEEL, LTD.",1
2015-12-14,post-2015-review,5411,"JFE HOLDINGS, INC.",1
2015-12-14,post-2015-review,5413,"NISSHIN STEEL CO., LTD.",1
2015-12-14,post-2015-review,5541,"PACIFIC METALS CO., LTD.",1
2015-12-14,post-2015-review,5631,"THE JAPAN STEEL WORKS, LTD.",1
2015-12-14,post-2015-review,5703,"NIPPON LIGHT METAL HOLDINGS CO., LTD.",1
2015-12-14,post-2015-review,5706,MITSUI MINING & SMELTING CO.,1
2015-12-14,post-2015-review,5707,"TOHO ZINC CO., LTD.",1
2015-12-14,post-2015-review,5711,MITSUBISHI MATERIALS CORP.,1
2015-12-14,post-2015-review,5713,"SUMITOMO METAL MINING CO., LTD.",1
2015-12-14,post-2015-review,5714,"DOWA HOLDINGS CO., LTD.",1
2015-12-14,post-2015-review,5715,"FURUKAWA CO., LTD.",1
2015-12-14,post-2015-review,5801,"FURUKAWA ELECTRIC CO., LTD.",1
2015-12-14,post-2015-review,5802,"SUMITOMO ELECTRIC IND., LTD.",1
2015-12-14,post-2015-review,5803,FUJIKURA LTD.,1
2015-12-14,post-2015-review,5831,"SHIZUOKA FINANCIAL GROUP, INC.",0
2015-12-14,post-2015-review,5901,"TOYO SEIKAN GROUP HOLDINGS, LTD.",1
2015-12-14,post-2015-review,6098,"RECRUIT HOLDINGS CO., LTD.",0
2015-12-14,post-2015-review,6103,OKUMA CORP.,1
2015-12-14,post-2015-review,6113,"AMADA CO., LTD.",1
2015-12-14,post-2015-review,6146,DISCO CORP.,0
2015-12-14,post-2015-review,6178,"JAPAN POST HOLDINGS CO., LTD.",0
2015-12-14,post-2015-review,6273,SMC CORP.,0
2015-12-14,post-2015-review,6301,KOMATSU LTD.,1
2015-12-14,post-2015-review,6302,"SUMITOMO HEAVY IND., LTD.",1
2015-12-14,post-2015-review,6305,"HITACHI CONST. MACH. CO., LTD.",1
2015-12-14,post-2015-review,6326,KUBOTA CORP.,1
2015-12-14,post-2015-review,6361,EBARA CORP.,1
2015-12-14,post-2015-review,6366,CHIYODA CORP.,1
2015-12-14,post-2015-review,6367,"DAIKIN INDUSTRIES, LTD.",1
2015-12-14,post-2015-review,6471,NSK LTD.,1
2015-12-14,post-2015-review,6472,NTN CORP.,1
2015-12-14,post-2015-review,6473,JTEKT CORP.,1
2015-12-14,post-2015-review,6479,MINEBEA MITSUMI INC.,1
2015-12-14,post-2015-review,6501,"HITACHI, LTD.",1
2015-12-14,post-2015-review,6502,TOSHIBA CORP.,1
2015-12-14,post-2015-review,6503,MITSUBISHI ELECTRIC CORP.,1
2015-12-14,post-2015-review,6504,"FUJI ELECTRIC CO., LTD.",1
2015-12-14,post-2015-review,6506,YASKAWA ELECTRIC CORP.,1
2015-12-14,post-2015-review,6508,MEIDENSHA CORP.,1
2015-12-14,post-2015-review,6526,SOCIONEXT INC.,0
2015-12-14,post-2015-review,6594,NIDEC CORP.,0
2015-12-14,post-2015-review,6645,OMRON CORP.,0
2015-12-14,post-2015-review,6674,GS YUASA CORP.,1
2015-12-14,post-2015-review,6701,NEC CORP.,1
2015-12-14,post-2015-review,6702,FUJITSU LTD.,1
2015-12-14,post-2015-review,6703,"OKI ELECTRIC IND. CO., LTD.",1
2015-12-14,post-2015-review,6723,RENESAS ELECTRONICS CORP.,0
2015-12-14,post-2015-review,6724,SEIKO EPSON CORP.,0
2015-12-14,post-2015-review,6752,PANASONIC HOLDINGS CORP.,1
2015-12-14,post-2015-review,6753,SHARP CORP.,1
2015-12-14,post-2015-review,6758,SONY GROUP CORP.,1
2015-12-14,post-2015-review,6762,TDK CORP.,1
2015-12-14,post-2015-review,6767,"MITSUMI ELECTRIC CO., LTD.",1
2015-12-14,post-2015-review,6770,"ALPS ALPINE CO., LTD.",1
2015-12-14,post-2015-review,6773,PIONEER CORP.,1
2015-12-14,post-2015-review,6841,YOKOGAWA ELECTRIC CORP.,1
2015-12-14,post-2015-review,6857,ADVANTEST CORP.,1
2015-12-14,post-2015-review,6861,KEYENCE CORP.,0
2015-12-14,post-2015-review,6902,DENSO CORP.,1
2015-12-14,post-2015-review,6920,LASERTEC CORP.,0
2015-12-14,post-2015-review,6952,"CASIO COMPUTER CO., LTD.",1
2015-12-14,post-2015-review,6954,FANUC CORP.,1
2015-12-14,post-2015-review,6971,KYOCERA CORP.,1
2015-12-14,post-2015-review,6976,"TAIYO YUDEN CO., LTD.",1
2015-12-14,post-2015-review,6981,"MURATA MANUFACTURING CO., LTD.",0
2015-12-14,post-2015-review,6988,NITTO DENKO CORP.,1
2015-12-14,post-2015-review,7003,"MITSUI E&S HOLDINGS CO., LTD.",1
2015-12-14,post-2015-review,7004,KANADEVIA CORP.,1
2015-12-14,post-2015-review,7011,"MITSUBISHI HEAVY IND., LTD.",1
2015-12-14,post-2015-review,7012,"KAWASAKI HEAVY IND., LTD.",1
2015-12-14,post-2015-review,7013,IHI CORP.,1
2015-12-14,post-2015-review,7186,"CONCORDIA FINANCIAL GROUP, LTD.",0
2015-12-14,post-2015-review,7201,"NISSAN MOTOR CO., LTD.",1
2015-12-14,post-2015-review,7202,ISUZU MOTORS LTD.,1
2015-12-14,post-2015-review,7203,TOYOTA MOTOR CORP.,1
2015-12-14,post-2015-review,7205,"HINO MOTORS, LTD.",1
2015-12-14,post-2015-review,7211,MITSUBISHI MOTORS CORP.,1
2015-12-14,post-2015-review,7261,MAZDA MOTOR CORP.,1
2015-12-14,post-2015-review,7267,"HONDA MOTOR CO., LTD.",1
2015-12-14,post-2015-review,7269,SUZUKI MOTOR CORP.,1
2015-12-14,post-2015-review,7270,SUBARU CORP.,1
2015-12-14,post-2015-review,7272,"YAMAHA MOTOR CO., LTD.",0
2015-12-14,post-2015-review,7453,"RYOHIN KEIKAKU CO., LTD.",0
2015-12-14,post-2015-review,7731,NIKON CORP.,1
2015-12-14,post-2015-review,7733,OLYMPUS CORP.,1
2015-12-14,post-2015-review,7735,"SCREEN HOLDINGS CO., LTD.",1
2015-12-14,post-2015-review,7741,HOYA CORP.,0
2015-12-14,post-2015-review,7751,CANON INC.,1
2015-12-14,post-2015-review,7752,"RICOH CO., LTD.",1
2015-12-14,post-2015-review,7762,"CITIZEN WATCH CO., LTD.",1
2015-12-14,post-2015-review,7832,BANDAI NAMCO HOLDINGS INC.,0
2015-12-14,post-2015-review,7911,TOPPAN HOLDINGS INC.,1
2015-12-14,post-2015-review,7912,"DAI NIPPON PRINTING CO., LTD.",1
2015-12-14,post-2015-review,7951,YAMAHA CORP.,1
2015-12-14,post-2015-review,7974,"NINTENDO CO., LTD.",0
2015-12-14,post-2015-review,8001,ITOCHU CORP.,1
2015-12-14,post-2015-review,8002,MARUBENI CORP.,1
2015-12-14,post-2015-review,8015,TOYOTA TSUSHO CORP.,1
2015-12-14,post-2015-review,8028,"FAMILYMART CO., LTD.",0
2015-12-14,post-2015-review,8031,"MITSUI & CO., LTD.",1
2015-12-14,post-2015-review,8035,TOKYO ELECTRON LTD.,1
2015-12-14,post-2015-review,8053,SUMITOMO CORP.,1
2015-12-14,post-2015-review,8058,MITSUBISHI CORP.,1
2015-12-14,post-2015-review,8233,"TAKASHIMAYA CO., LTD.",1
2015-12-14,post-2015-review,8252,"MARUI GROUP CO., LTD.",1
2015-12-14,post-2015-review,8253,"CREDIT SAISON CO., LTD.",1
2015-12-14,post-2015-review,8267,"AEON CO., LTD.",1
2015-12-14,post-2015-review,8270,"UNY GROUP HOLDINGS CO., LTD.",1
2015-12-14,post-2015-review,8303,"SHINSEI BANK, LTD.",1
2015-12-14,post-2015-review,8304,"AOZORA BANK, LTD.",1
2015-12-14,post-2015-review,8306,"MITSUBISHI UFJ FINANCIAL GROUP, INC.",1
2015-12-14,post-2015-review,8308,"RESONA HOLDINGS, INC.",1
2015-12-14,post-2015-review,8309,"SUMITOMO MITSUI TRUST GROUP, INC.",1
2015-12-14,post-2015-review,8316,"SUMITOMO MITSUI FINANCIAL GROUP, INC.",1
2015-12-14,post-2015-review,8331,"THE CHIBA BANK, LTD.",1
2015-12-14,post-2015-review,8332,"THE BANK OF YOKOHAMA, LTD.",1
2015-12-14,post-2015-review,8354,"FUKUOKA FINANCIAL GROUP, INC.",1
2015-12-14,post-2015-review,8355,"THE SHIZUOKA BANK, LTD.",1
2015-12-14,post-2015-review,8411,"MIZUHO FINANCIAL GROUP, INC.",1
2015-12-14,post-2015-review,8591,ORIX CORP.,0
2015-12-14,post-2015-review,8601,DAIWA SECURITIES GROUP INC.,1
2015-12-14,post-2015-review,8604,"NOMURA HOLDINGS, INC.",1
2015-12-14,post-2015-review,8628,"MATSUI SECURITIES CO., LTD.",1
2015-12-14,post-2015-review,8630,"SOMPO HOLDINGS, INC.",1
2015-12-14,post-2015-review,8697,"JAPAN EXCHANGE GROUP, INC.",0
2015-12-14,post-2015-review,8725,"MS&AD INSURANCE GROUP HOLDINGS, INC.",1
2015-12-14,post-2015-review,8729,SONY FINANCIAL HOLDINGS INC.,1
2015-12-14,post-2015-review,8750,"DAI-ICHI LIFE HOLDINGS, INC.",1
2015-12-14,post-2015-review,8766,"TOKIO MARINE HOLDINGS, INC.",1
2015-12-14,post-2015-review,8795,"T&D HOLDINGS, INC.",1
2015-12-14,post-2015-review,8801,"MITSUI FUDOSAN CO., LTD.",1
2015-12-14,post-2015-review,8802,"MITSUBISHI ESTATE CO., LTD.",1
2015-12-14,post-2015-review,8804,"TOKYO TATEMONO CO., LTD.",1
2015-12-14,post-2015-review,8830,"SUMITOMO REALTY & DEVELOPMENT CO., LTD.",1
2015-12-14,post-2015-review,9001,"TOBU RAILWAY CO., LTD.",1
2015-12-14,post-2015-review,9005,TOKYU CORP.,1
2015-12-14,post-2015-review,9007,"ODAKYU ELECTRIC RAILWAY CO., LTD.",1
2015-12-14,post-2015-review,9008,KEIO CORP.,1
2015-12-14,post-2015-review,9009,"KEISEI ELECTRIC RAILWAY CO., LTD.",1
2015-12-14,post-2015-review,9020,EAST JAPAN RAILWAY CO.,1
2015-12-14,post-2015-review,9021,WEST JAPAN RAILWAY CO.,1
2015-12-14,post-2015-review,9022,"CENTRAL JAPAN RAILWAY CO., LTD.",1
2015-12-14,post-2015-review,9062,"NIPPON EXPRESS CO., LTD.",1
2015-12-14,post-2015-review,9064,"YAMATO HOLDINGS CO., LTD.",1
2015-12-14,post-2015-review,9101,NIPPON YUSEN K.K.,1
2015-12-14,post-2015-review,9104,"MITSUI O.S.K.LINES, LTD.",1
2015-12-14,post-2015-review,9107,"KAWASAKI KISEN KAISHA, LTD.",1
2015-12-14,post-2015-review,9147,"NIPPON EXPRESS HOLDINGS, INC.",0
2015-12-14,post-2015-review,9201,"JAPAN AIRLINES CO., LTD.",0
2015-12-14,post-2015-review,9202,ANA HOLDINGS INC.,1
2015-12-14,post-2015-review,9301,MITSUBISHI LOGISTICS CORP.,1
2015-12-14,post-2015-review,9412,SKY PERFECT JSAT HOLDINGS INC.,1
2015-12-14,post-2015-review,9432,NIPPON TELEGRAPH & TELEPHONE CORP.,1
2015-12-14,post-2015-review,9433,KDDI CORP.,1
2015-12-14,post-2015-review,9434,SOFTBANK CORP.,0
2015-12-14,post-2015-review,9437,"NTT DOCOMO, INC.",1
2015-12-14,post-2015-review,9501,"TOKYO ELECTRIC POWER COMPANY HOLDINGS, I",1
2015-12-14,post-2015-review,9502,"CHUBU ELECTRIC POWER CO., INC.",1
2015-12-14,post-2015-review,9503,"THE KANSAI ELECTRIC POWER CO., INC.",1
2015-12-14,post-2015-review,9531,"TOKYO GAS CO., LTD.",1
2015-12-14,post-2015-review,9532,"OSAKA GAS CO., LTD.",1
2015-12-14,post-2015-review,9602,"TOHO CO., LTD",1
2015-12-14,post-2015-review,9613,NTT DATA GROUP CORP.,1
2015-12-14,post-2015-review,9681,TOKYO DOME CORP.,1
2015-12-14,post-2015-review,9735,"SECOM CO., LTD.",1
2015-12-14,post-2015-review,9766,KONAMI GROUP CORP.,1
2015-12-14,post-2015-review,9843,"NITORI HOLDINGS CO., LTD.",0
2015-12-14,post-2015-review,9983,"FAST RETAILING CO., LTD.",1
2015-12-14,post-2015-review,9984,SOFTBANK GROUP CORP.,1
2016-09-09,pre-2016-review,1332,NISSUI CORP.,1
2016-09-09,pre-2016-review,1333,MARUHA NICHIRO CORP.,1
2016-09-09,pre-2016-review,1605,INPEX CORP.,1
2016-09-09,pre-2016-review,1721,COMSYS HOLDINGS CORP.,1
2016-09-09,pre-2016-review,1801,TAISEI CORP.,1
2016-09-09,pre-2016-review,1802,OBAYASHI CORP.,1
2016-09-09,pre-2016-review,1803,SHIMIZU CORP.,1
2016-09-09,pre-2016-review,1808,HASEKO CORP.,1
2016-09-09,pre-2016-review,1812,KAJIMA CORP.,1
2016-09-09,pre-2016-review,1925,"DAIWA HOUSE IND. CO., LTD.",1
2016-09-09,pre-2016-review,1928,"SEKISUI HOUSE, LTD.",1
2016-09-09,pre-2016-review,1963,JGC HOLDINGS CORP.,1
2016-09-09,pre-2016-review,2002,NISSHIN SEIFUN GROUP INC.,1
2016-09-09,pre-2016-review,2269,"MEIJI HOLDINGS CO., LTD.",1
2016-09-09,pre-2016-review,2282,NH FOODS LTD.,1
2016-09-09,pre-2016-review,2413,"M3, INC.",0
2016-09-09,pre-2016-review,2432,"DENA CO., LTD.",1
2016-09-09,pre-2016-review,2501,SAPPORO HOLDINGS LTD.,1
2016-09-09,pre-2016-review,2502,"ASAHI GROUP HOLDINGS, LTD.",1
2016-09-09,pre-2016-review,2503,"KIRIN HOLDINGS CO., LTD.",1
2016-09-09,pre-2016-review,2531,TAKARA HOLDINGS INC.,1
2016-09-09,pre-2016-review,2768,SOJITZ CORP.,1
2016-09-09,pre-2016-review,2801,KIKKOMAN CORP.,1
2016-09-09,pre-2016-review,2802,"AJINOMOTO CO., INC.",1
2016-09-09,pre-2016-review,2871,NICHIREI CORP.,1
2016-09-09,pre-2016-review,2914,JAPAN TOBACCO INC.,1
2016-09-09,pre-2016-review,3086,"J.FRONT RETAILING CO., LTD.",1
2016-09-09,pre-2016-review,3092,"ZOZO, INC.",0
2016-09-09,pre-2016-review,3099,ISETAN MITSUKOSHI HOLDINGS LTD.,1
2016-09-09,pre-2016-review,3101,"TOYOBO CO., LTD.",1
2016-09-09,pre-2016-review,3103,"UNITIKA, LTD.",1
2016-09-09,pre-2016-review,3105,NISSHINBO HOLDINGS INC.,1
2016-09-09,pre-2016-review,3289,TOKYU FUDOSAN HOLDINGS CORP.,1
2016-09-09,pre-2016-review,3382,"SEVEN & I HOLDINGS CO., LTD.",1
2016-09-09,pre-2016-review,3401,TEIJIN LTD.,1
2016-09-09,pre-2016-review,3402,"TORAY INDUSTRIES, INC.",1
2016-09-09,pre-2016-review,3405,"KURARAY CO., LTD.",1
2016-09-09,pre-2016-review,3407,ASAHI KASEI CORP.,1
2016-09-09,pre-2016-review,3436,SUMCO CORP.,1
2016-09-09,pre-2016-review,3659,"NEXON CO., LTD.",0
2016-09-09,pre-2016-review,3861,OJI HOLDINGS CORP.,1
2016-09-09,pre-2016-review,3863,"NIPPON PAPER INDUSTRIES CO., LTD.",1
2016-09-09,pre-2016-review,3865,"HOKUETSU KISHU PAPER CO., LTD.",1
2016-09-09,pre-2016-review,4004,RESONAC HOLDINGS CORP.,1
2016-09-09,pre-2016-review,4005,"SUMITOMO CHEMICAL CO., LTD.",1
2016-09-09,pre-2016-review,4021,NISSAN CHEMICAL CORP.,1
2016-09-09,pre-2016-review,4041,"NIPPON SODA CO., LTD.",1
2016-09-09,pre-2016-review,4042,TOSOH CORP.,1
2016-09-09,pre-2016-review,4043,TOKUYAMA CORP.,1
2016-09-09,pre-2016-review,4061,"DENKA CO., LTD.",1
2016-09-09,pre-2016-review,4063,"SHIN-ETSU CHEMICAL CO., LTD.",1
2016-09-09,pre-2016-review,4151,"KYOWA KIRIN CO., LTD.",1
2016-09-09,pre-2016-review,4183,"MITSUI CHEMICALS, INC.",1
2016-09-09,pre-2016-review,4188,MITSUBISHI CHEMICAL GROUP CORP.,1
2016-09-09,pre-2016-review,4208,UBE CORP.,1
2016-09-09,pre-2016-review,4272,"NIPPON KAYAKU CO., LTD.",1
2016-09-09,pre-2016-review,4307,"NOMURA RESEARCH INSTITUTE, LTD.",0
2016-09-09,pre-2016-review,4324,DENTSU GROUP INC.,1
2016-09-09,pre-2016-review,4385,"MERCARI, INC.",0
2016-09-09,pre-2016-review,4452,KAO CORP.,1
2016-09-09,pre-2016-review,4502,"TAKEDA PHARMACEUTICAL CO., LTD.",1
2016-09-09,pre-2016-review,4503,ASTELLAS PHARMA INC.,1
2016-09-09,pre-2016-review,4506,"SUMITOMO PHARMA CO., LTD.",1
2016-09-09,pre-2016-review,4507,"SHIONOGI & CO., LTD.",1
2016-09-09,pre-2016-review,4519,"CHUGAI PHARMACEUTICAL CO., LTD.",1
2016-09-09,pre-2016-review,4523,"EISAI CO., LTD.",1
2016-09-09,pre-2016-review,4543,TERUMO CORP.,1
2016-09-09,pre-2016-review,4568,"DAIICHI SANKYO CO., LTD.",1
2016-09-09,pre-2016-review,4578,"OTSUKA HOLDINGS CO., LTD.",0
2016-09-09,pre-2016-review,4631,DIC CORP.,0
2016-09-09,pre-2016-review,4661,"ORIENTAL LAND CO., LTD.",0
2016-09-09,pre-2016-review,4689,LY CORP.,1
2016-09-09,pre-2016-review,4704,TREND MICRO INC.,1
2016-09-09,pre-2016-review,4751,"CYBERAGENT, INC.",0
2016-09-09,pre-2016-review,4755,"RAKUTEN GROUP, INC.",0
2016-09-09,pre-2016-review,4901,FUJIFILM HOLDINGS CORP.,1
2016-09-09,pre-2016-review,4902,"KONICA MINOLTA, INC.",1
2016-09-09,pre-2016-review,4911,"SHISEIDO CO., LTD.",1
2016-09-09,pre-2016-review,5002,SHOWA SHELL SEKIYU K.K.,1
2016-09-09,pre-2016-review,5019,"IDEMITSU KOSAN CO., LTD.",0
2016-09-09,pre-2016-review,5020,"ENEOS HOLDINGS, INC.",1
2016-09-09,pre-2016-review,5101,"THE YOKOHAMA RUBBER CO., LTD.",1
2016-09-09,pre-2016-review,5108,BRIDGESTONE CORP.,1
2016-09-09,pre-2016-review,5201,AGC INC.,1
2016-09-09,pre-2016-review,5202,"NIPPON SHEET GLASS CO., LTD.",1
2016-09-09,pre-2016-review,5214,"NIPPON ELECTRIC GLASS CO., LTD.",1
2016-09-09,pre-2016-review,5232,"SUMITOMO OSAKA CEMENT CO., LTD.",1
2016-09-09,pre-2016-review,5233,TAIHEIYO CEMENT CORP.,1
2016-09-09,pre-2016-review,5301,"TOKAI CARBON CO., LTD.",1
2016-09-09,pre-2016-review,5332,TOTO LTD.,1
2016-09-09,pre-2016-review,5333,"NGK INSULATORS, LTD.",1
2016-09-09,pre-2016-review,5401,NIPPON STEEL CORP.,1
2016-09-09,pre-2016-review,5406,"KOBE STEEL, LTD.",1
2016-09-09,pre-2016-review,5411,"JFE HOLDINGS, INC.",1
2016-09-09,pre-2016-review,5413,"NISSHIN STEEL CO., LTD.",1
2016-09-09,pre-2016-review,5541,"PACIFIC METALS CO., LTD.",1
2016-09-09,pre-2016-review,5631,"THE JAPAN STEEL WORKS, LTD.",1
2016-09-09,pre-2016-review,5703,"NIPPON LIGHT METAL HOLDINGS CO., LTD.",1
2016-09-09,pre-2016-review,5706,MITSUI MINING & SMELTING CO.,1
2016-09-09,pre-2016-review,5707,"TOHO ZINC CO., LTD.",1
2016-09-09,pre-2016-review,5711,MITSUBISHI MATERIALS CORP.,1
2016-09-09,pre-2016-review,5713,"SUMITOMO METAL MINING CO., LTD.",1
2016-09-09,pre-2016-review,5714,"DOWA HOLDINGS CO., LTD.",1
2016-09-09,pre-2016-review,5715,"FURUKAWA CO., LTD.",1
2016-09-09,pre-2016-review,5801,"FURUKAWA ELECTRIC CO., LTD.",1
2016-09-09,pre-2016-review,5802,"SUMITOMO ELECTRIC IND., LTD.",1
2016-09-09,pre-2016-review,5803,FUJIKURA LTD.,1
2016-09-09,pre-2016-review,5831,"SHIZUOKA FINANCIAL GROUP, INC.",0
2016-09-09,pre-2016-review,5901,"TOYO SEIKAN GROUP HOLDINGS, LTD.",1
2016-09-09,pre-2016-review,6098,"RECRUIT HOLDINGS CO., LTD.",0
2016-09-09,pre-2016-review,6103,OKUMA CORP.,1
2016-09-09,pre-2016-review,6113,"AMADA CO., LTD.",1
2016-09-09,pre-2016-review,6146,DISCO CORP.,0
2016-09-09,pre-2016-review,6178,"JAPAN POST HOLDINGS CO., LTD.",0
2016-09-09,pre-2016-review,6273,SMC CORP.,0
2016-09-09,pre-2016-review,6301,KOMATSU LTD.,1
2016-09-09,pre-2016-review,6302,"SUMITOMO HEAVY IND., LTD.",1
2016-09-09,pre-2016-review,6305,"HITACHI CONST. MACH. CO., LTD.",1
2016-09-09,pre-2016-review,6326,KUBOTA CORP.,1
2016-09-09,pre-2016-review,6361,EBARA CORP.,1
2016-09-09,pre-2016-review,6366,CHIYODA CORP.,1
2016-09-09,pre-2016-review,6367,"DAIKIN INDUSTRIES, LTD.",1
2016-09-09,pre-2016-review,6471,NSK LTD.,1
2016-09-09,pre-2016-review,6472,NTN CORP.,1
2016-09-09,pre-2016-review,6473,JTEKT CORP.,1
